animal_type,intake_condition,intake_type,sex_upon_intake,age_upon_intake_(years),intake_number,time_in_shelter_days,sex_upon_outcome,age_upon_outcome_(years),outcome_number,outcome_type
Cat,Normal,Stray,Intact Male,0.082191781,1,5.9875,Intact Male,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Female,0.082191781,1,5.9875,Intact Female,0.164383562,1,Relocate
Cat,Normal,Stray,Intact Female,0.057534247,1,0.06875,Intact Female,0.057534247,1,Transfer
Cat,Normal,Stray,Intact Male,0.057534247,1,0.06875,Intact Male,0.057534247,1,Transfer
Cat,Normal,Stray,Intact Male,0.057534247,1,0.06875,Intact Male,0.057534247,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,48.95486111,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,49.20277778,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,49.99166667,Neutered Male,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Female,1,1,4.960416667,Spayed Female,1,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,50.15972222,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,48.95347222,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,49.09097222,Spayed Female,0.164383562,1,Adoption
Other,Normal,Wildlife,Unknown,6,1,0.023611111,Unknown,6,1,Euthanasia
Other,Normal,Wildlife,Intact Female,3,1,0.022222222,Intact Female,3,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.022222222,Unknown,0.076712329,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.022916667,Unknown,0.076712329,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.022916667,Unknown,0.076712329,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.023611111,Unknown,0.076712329,1,Euthanasia
Dog,Sick,Stray,Intact Male,8,1,23.89791667,Neutered Male,8,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,4.968055556,Intact Male,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Male,0.164383562,1,14.97083333,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.164383562,1,15.03125,Neutered Male,0.164383562,1,Adoption
Cat,Injured,Stray,Neutered Male,0.739726027,1,16.82291667,Neutered Male,0.821917808,1,Relocate
Cat,Normal,Stray,Intact Male,0.164383562,2,4.159722222,Neutered Male,0.164383562,2,Rto-Adopt
Cat,Normal,Stray,Intact Female,0.164383562,1,15.15555556,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Neutered Male,13,1,7.038888889,Neutered Male,13,1,Transfer
Dog,Normal,Stray,Intact Female,3,1,15.07777778,Spayed Female,3,1,Adoption
Dog,Normal,Stray,Intact Female,0.328767123,1,7.144444444,Intact Female,0.328767123,1,Rto-Adopt
Dog,Normal,Stray,Intact Male,0.328767123,1,7.144444444,Intact Male,0.328767123,1,Transfer
Dog,Normal,Stray,Intact Male,0.328767123,1,7.144444444,Intact Male,0.328767123,1,Died
Cat,Normal,Stray,Intact Male,0.164383562,1,10.98333333,Neutered Male,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Male,0.164383562,1,10.98333333,Neutered Male,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Male,0.164383562,1,10.98402778,Neutered Male,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Female,0.164383562,1,10.98402778,Spayed Female,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Female,0.164383562,1,10.98402778,Spayed Female,0.164383562,1,Transfer
Cat,Normal,Stray,Intact Female,0.164383562,1,6.86875,Spayed Female,0.164383562,1,Relocate
Cat,Normal,Stray,Unknown,0.246575342,1,0.004861111,Unknown,0.246575342,1,Euthanasia
Other,Injured,Wildlife,Intact Male,1,1,0.034027778,Intact Male,1,1,Euthanasia
Dog,Normal,Stray,Neutered Male,1,1,2.850694444,Neutered Male,1,1,Return to Owner
Other,Injured,Wildlife,Unknown,1,1,0.025,Unknown,1,1,Euthanasia
Other,Injured,Wildlife,Unknown,1,1,0.020138889,Unknown,1,1,Euthanasia
Dog,Normal,Owner Surrender,Intact Female,2,1,10.94652778,Spayed Female,2,1,Transfer
Dog,Normal,Stray,Intact Female,0.164383562,1,4.047916667,Spayed Female,0.164383562,1,Died
Dog,Normal,Stray,Intact Female,0.164383562,1,3.997222222,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Male,0.082191781,1,6.983333333,Neutered Male,0.164383562,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,4,1,16.92152778,Neutered Male,4,1,Relocate
Cat,Injured,Stray,Intact Female,0.246575342,1,0.166666667,Intact Female,0.246575342,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.354861111,Unknown,0.076712329,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.354861111,Unknown,0.076712329,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.355555556,Unknown,0.076712329,1,Euthanasia
Dog,Normal,Stray,Intact Male,2,1,6.263194444,Neutered Male,2,1,Adoption
Dog,Normal,Stray,Intact Female,2,1,5.060416667,Spayed Female,2,1,Adoption
Dog,Normal,Stray,Intact Female,6,1,11.12361111,Spayed Female,6,1,Adoption
Cat,Normal,Stray,Intact Female,0.164383562,1,7.114583333,Spayed Female,0.246575342,1,Adoption
Dog,Normal,Stray,Spayed Female,5,1,25.15972222,Spayed Female,5,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,5,1,10.14305556,Spayed Female,5,1,Transfer
Cat,Nursing,Stray,Intact Female,0.008219178,1,0.054861111,Intact Female,0.008219178,1,Transfer
Cat,Nursing,Stray,Intact Male,0.008219178,1,0.054861111,Intact Male,0.008219178,1,Missing
Cat,Nursing,Stray,Intact Female,0.008219178,1,0.054861111,Intact Female,0.008219178,1,Transfer
Cat,Nursing,Stray,Intact Female,0.008219178,1,0.054861111,Intact Female,0.008219178,1,Transfer
Cat,Nursing,Stray,Intact Male,0.008219178,1,0.055555556,Intact Male,0.008219178,1,Transfer
Cat,Nursing,Stray,Intact Male,0.008219178,1,0.055555556,Intact Male,0.008219178,1,Transfer
Dog,Normal,Stray,Unknown,0.019178082,1,0.096527778,Unknown,0.019178082,1,Transfer
Cat,Normal,Stray,Intact Male,0.246575342,1,15.07708333,Neutered Male,0.328767123,1,Adoption
Cat,Normal,Stray,Intact Female,0.739726027,1,4.192361111,Spayed Female,0.821917808,1,Adoption
Cat,Normal,Stray,Unknown,0.019178082,1,0.040972222,Unknown,0.019178082,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,0.040972222,Unknown,0.019178082,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,0.041666667,Unknown,0.019178082,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,0.041666667,Unknown,0.019178082,1,Transfer
Cat,Normal,Stray,Unknown,0.019178082,1,0.041666667,Unknown,0.019178082,1,Died
Cat,Normal,Stray,Unknown,0.019178082,1,0.041666667,Unknown,0.019178082,1,Transfer
Cat,Normal,Stray,Neutered Male,0.328767123,1,0.725,Neutered Male,0.328767123,1,Return to Owner
Cat,Normal,Stray,Neutered Male,0.246575342,2,0.849305556,Neutered Male,0.246575342,2,Transfer
Cat,Normal,Stray,Unknown,0.002739726,1,0.034722222,Unknown,0.002739726,1,Transfer
Cat,Normal,Stray,Intact Female,0.082191781,1,34.19722222,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,34.21319444,Spayed Female,0.164383562,1,Missing
Cat,Normal,Stray,Intact Female,1,1,0.255555556,Intact Female,1,1,Rto-Adopt
Cat,Normal,Stray,Intact Male,2,1,0.824305556,Intact Male,2,1,Transfer
Cat,Normal,Stray,Intact Male,0.057534247,1,0.051388889,Intact Male,0.057534247,1,Transfer
Cat,Normal,Stray,Intact Male,0.057534247,1,0.052083333,Intact Male,0.057534247,1,Transfer
Cat,Normal,Stray,Intact Male,0.057534247,1,0.052083333,Intact Male,0.057534247,1,Transfer
Cat,Sick,Stray,Neutered Male,10,1,0.015277778,Neutered Male,10,1,Euthanasia
Cat,Normal,Stray,Intact Male,0.057534247,1,0.052083333,Intact Male,0.057534247,1,Transfer
Dog,Normal,Stray,Intact Male,0.739726027,1,5.105555556,Neutered Male,0.821917808,1,Adoption
Cat,Normal,Stray,Unknown,0.005479452,1,0.034027778,Unknown,0.005479452,1,Missing
Cat,Injured,Stray,Intact Male,2,1,19.90069444,Neutered Male,2,1,Rto-Adopt
Dog,Normal,Stray,Intact Male,1,1,8.15,Neutered Male,1,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,10,1,55.87847222,Neutered Male,10,1,Adoption
Dog,Normal,Stray,Intact Female,0.164383562,1,14.20208333,Spayed Female,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Male,4,1,12.12569444,Neutered Male,4,1,Return to Owner
Dog,Normal,Stray,Intact Male,0.493150685,1,4.139583333,Neutered Male,0.575342466,1,Rto-Adopt
Dog,Normal,Stray,Intact Male,2,1,2.109027778,Intact Male,2,1,Return to Owner
Cat,Normal,Stray,Intact Female,1,1,10.85833333,Intact Female,1,1,Transfer
Cat,Normal,Stray,Intact Female,0.076712329,1,10.85833333,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.076712329,1,10.85833333,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.076712329,1,10.85902778,Intact Female,0.082191781,1,Transfer
Dog,Normal,Stray,Neutered Male,0.575342466,1,120.0423611,Neutered Male,0.904109589,1,Adoption
Dog,Normal,Stray,Intact Male,0.575342466,1,7.104166667,Neutered Male,0.657534247,1,Rto-Adopt
Dog,Normal,Stray,Intact Male,0.575342466,1,14.99513889,Neutered Male,0.657534247,1,Died
Dog,Normal,Stray,Intact Female,2,1,4.052777778,Spayed Female,2,1,Return to Owner
Dog,Normal,Stray,Intact Female,4,1,4.061805556,Spayed Female,4,1,Transfer
Dog,Normal,Stray,Neutered Male,5,1,0.790277778,Neutered Male,5,1,Return to Owner
Dog,Normal,Public Assist,Intact Female,1,1,23.89722222,Intact Female,1,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,0.904109589,1,2.971527778,Spayed Female,1,1,Return to Owner
Cat,Normal,Stray,Intact Male,0.076712329,1,21.86805556,Intact Male,0.082191781,1,Died
Dog,Normal,Stray,Intact Female,1,1,4.777083333,Spayed Female,1,1,Adoption
Cat,Sick,Stray,Intact Male,0.076712329,1,0.709027778,Intact Male,0.076712329,1,Transfer
Dog,Injured,Stray,Intact Female,1,1,8.095138889,Spayed Female,1,1,Adoption
Cat,Injured,Stray,Intact Female,0.246575342,1,23.31736111,Spayed Female,0.246575342,1,Rto-Adopt
Dog,Normal,Stray,Intact Female,6,1,3.151388889,Intact Female,7,1,Return to Owner
Dog,Normal,Stray,Neutered Male,4,1,3.151388889,Neutered Male,4,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,1,2.259027778,Intact Male,2,1,Return to Owner
Dog,Normal,Stray,Spayed Female,8,1,46.18263889,Spayed Female,8,1,Missing
Cat,Normal,Owner Surrender,Spayed Female,5,1,12.03472222,Spayed Female,5,1,Transfer
Cat,Normal,Owner Surrender,Spayed Female,5,1,13.07638889,Spayed Female,5,1,Transfer
Dog,Sick,Euthanasia Request,Intact Female,14,1,0.027777778,Intact Female,14,1,Euthanasia
Cat,Normal,Stray,Unknown,2,1,0.893055556,Unknown,2,1,Relocate
Cat,Normal,Stray,Intact Female,0.164383562,1,4.227083333,Spayed Female,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Female,1,1,3.202083333,Intact Female,1,1,Transfer
Dog,Normal,Stray,Intact Male,0.328767123,1,5.284027778,Neutered Male,0.328767123,1,Transfer
Dog,Normal,Stray,Intact Male,0.328767123,1,5.284027778,Neutered Male,0.328767123,1,Transfer
Dog,Normal,Stray,Intact Male,0.328767123,1,5.284027778,Neutered Male,0.328767123,1,Transfer
Dog,Sick,Owner Surrender,Intact Female,0.246575342,1,0.115277778,Intact Female,0.246575342,1,Transfer
Dog,Sick,Owner Surrender,Intact Female,0.246575342,1,0.115277778,Intact Female,0.246575342,1,Transfer
Cat,Normal,Stray,Unknown,0.246575342,1,0.020833333,Unknown,0.246575342,1,Euthanasia
Dog,Normal,Owner Surrender,Neutered Male,2,1,1.064583333,Neutered Male,2,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,2,29.16736111,Neutered Male,2,2,Adoption
Cat,Normal,Stray,Spayed Female,2,1,4.052083333,Spayed Female,2,1,Missing
Dog,Normal,Stray,Intact Female,2,1,7.209027778,Spayed Female,2,1,Adoption
Dog,Normal,Owner Surrender,Intact Female,2,1,7.115972222,Spayed Female,2,1,Adoption
Cat,Normal,Owner Surrender,Neutered Male,2,1,9.9625,Neutered Male,2,1,Adoption
Cat,Normal,Public Assist,Neutered Male,2,2,4.727083333,Neutered Male,2,2,Transfer
Dog,Normal,Stray,Neutered Male,2,1,3.927083333,Neutered Male,2,1,Adoption
Dog,Normal,Stray,Intact Female,1,1,4,Intact Female,1,1,Transfer
Dog,Normal,Stray,Neutered Male,2,1,0.709722222,Neutered Male,2,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,2,5.866666667,Neutered Male,2,2,Adoption
Dog,Normal,Stray,Intact Female,10,1,4.094444444,Intact Female,10,1,Died
Dog,Normal,Stray,Spayed Female,4,1,4.094444444,Spayed Female,4,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,0.779861111,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.082191781,1,0.78125,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,0.78125,Intact Male,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.082191781,1,0.78125,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Female,0.082191781,1,0.781944444,Intact Female,0.082191781,1,Transfer
Cat,Normal,Stray,Intact Male,0.082191781,1,0.781944444,Intact Male,0.082191781,1,Relocate
Dog,Other,Owner Surrender,Intact Male,0.164383562,1,60.06458333,Neutered Male,0.328767123,1,Relocate
Dog,Normal,Stray,Intact Male,1,1,13.04652778,Neutered Male,1,1,Adoption
Dog,Normal,Stray,Neutered Male,4,1,0.765972222,Neutered Male,4,1,Return to Owner
Other,Normal,Wildlife,Unknown,0.076712329,1,0.653472222,Unknown,0.076712329,1,Euthanasia
Other,Normal,Wildlife,Unknown,0.076712329,1,0.653472222,Unknown,0.076712329,1,Euthanasia
Dog,Normal,Stray,Spayed Female,4,1,0.786111111,Spayed Female,4,1,Return to Owner
Cat,Normal,Stray,Intact Female,0.057534247,1,50.67986111,Spayed Female,0.164383562,1,Adoption
Dog,Injured,Stray,Intact Male,0.246575342,1,25.67986111,Intact Male,0.246575342,1,Adoption
Dog,Normal,Stray,Intact Male,1,1,30.98958333,Neutered Male,1,1,Died
Dog,Normal,Stray,Intact Female,1,1,11.88611111,Spayed Female,1,1,Adoption
Cat,Injured,Stray,Unknown,0.082191781,1,0.015972222,Unknown,0.082191781,1,Euthanasia
Dog,Normal,Public Assist,Intact Male,0.019178082,1,23.89722222,Intact Male,0.082191781,1,Transfer
Dog,Normal,Public Assist,Intact Female,0.019178082,1,23.89722222,Intact Female,0.082191781,1,Transfer
Dog,Normal,Public Assist,Intact Female,0.019178082,1,23.89722222,Intact Female,0.082191781,1,Transfer
Dog,Normal,Public Assist,Intact Male,0.019178082,1,23.89722222,Intact Male,0.082191781,1,Transfer
Dog,Normal,Public Assist,Intact Female,0.019178082,1,23.89722222,Intact Female,0.082191781,1,Transfer
Dog,Normal,Public Assist,Intact Male,0.019178082,1,23.89722222,Intact Male,0.082191781,1,Transfer
Other,Normal,Stray,Unknown,0.410958904,1,0.484027778,Unknown,0.493150685,1,Euthanasia
Dog,Injured,Stray,Intact Male,2,1,25.27430556,Neutered Male,2,1,Adoption
Dog,Normal,Stray,Intact Male,1,1,13.26597222,Neutered Male,1,1,Adoption
Dog,Injured,Stray,Spayed Female,8,1,1.072222222,Spayed Female,8,1,Euthanasia
Dog,Normal,Stray,Spayed Female,2,1,0.165972222,Spayed Female,2,1,Return to Owner
Dog,Normal,Stray,Neutered Male,1,1,1.995833333,Neutered Male,1,1,Return to Owner
Dog,Normal,Stray,Neutered Male,1,2,5.074305556,Neutered Male,1,2,Relocate
Dog,Normal,Stray,Spayed Female,2,1,0.165972222,Spayed Female,2,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,1,1,1.157638889,Neutered Male,1,1,Adoption
Dog,Normal,Stray,Neutered Male,1,2,9.161805556,Neutered Male,1,2,Died
Dog,Normal,Stray,Intact Male,0.328767123,3,4.250694444,Neutered Male,0.410958904,3,Adoption
Dog,Normal,Owner Surrender,Spayed Female,10,1,20.32569444,Spayed Female,10,1,Transfer
Cat,Normal,Stray,Intact Female,0.164383562,1,12.16388889,Spayed Female,0.164383562,1,Adoption
Dog,Normal,Stray,Intact Male,5,1,16.25555556,Neutered Male,5,1,Return to Owner
Cat,Normal,Stray,Intact Male,0.082191781,1,2.122222222,Intact Male,0.082191781,1,Transfer
Dog,Normal,Stray,Spayed Female,7,1,0.317361111,Spayed Female,7,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Male,0.328767123,1,14.17222222,Neutered Male,0.328767123,1,Adoption
Cat,Normal,Owner Surrender,Intact Female,0.328767123,1,11.9125,Spayed Female,0.328767123,1,Adoption
Cat,Normal,Owner Surrender,Intact Female,0.328767123,1,12.15694444,Spayed Female,0.328767123,1,Rto-Adopt
Cat,Normal,Owner Surrender,Intact Female,0.328767123,1,3.275,Spayed Female,0.328767123,1,Adoption
Cat,Normal,Stray,Neutered Male,2,1,8.102777778,Neutered Male,2,1,Transfer
Dog,Normal,Stray,Neutered Male,4,1,0.071527778,Neutered Male,4,1,Return to Owner
Dog,Normal,Stray,Intact Male,3,2,2.248611111,Neutered Male,3,2,Return to Owner
Dog,Normal,Stray,Intact Female,1,1,48.11944444,Spayed Female,1,1,Adoption
Dog,Normal,Stray,Intact Male,0.057534247,1,32.14930556,Neutered Male,0.082191781,1,Relocate
Dog,Normal,Stray,Intact Male,0.057534247,1,32.17708333,Neutered Male,0.082191781,1,Died
Dog,Normal,Stray,Intact Female,0.057534247,1,32.25416667,Spayed Female,0.082191781,1,Adoption
Dog,Normal,Stray,Intact Female,0.057534247,1,32.14236111,Spayed Female,0.082191781,1,Died
Dog,Normal,Stray,Intact Female,0.057534247,1,32.18055556,Spayed Female,0.082191781,1,Missing
Dog,Normal,Stray,Intact Female,0.057534247,1,32.19652778,Spayed Female,0.082191781,1,Died
Dog,Normal,Stray,Intact Female,0.057534247,1,33.09444444,Spayed Female,0.082191781,1,Adoption
Cat,Normal,Stray,Intact Female,2,1,5.209722222,Intact Female,2,1,Transfer
Cat,Normal,Owner Surrender,Neutered Male,3,1,9.063194444,Neutered Male,3,1,Transfer
Cat,Normal,Owner Surrender,Spayed Female,3,1,34.05763889,Spayed Female,3,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,82.19166667,Spayed Female,0.246575342,1,Adoption
Dog,Normal,Stray,Intact Male,4,1,4.913888889,Neutered Male,4,1,Adoption
Dog,Normal,Public Assist,Spayed Female,1,1,0.461805556,Spayed Female,1,1,Return to Owner
Dog,Normal,Owner Surrender,Spayed Female,1,2,11.13888889,Spayed Female,1,2,Adoption
Dog,Normal,Euthanasia Request,Neutered Male,5,1,0.090972222,Neutered Male,5,1,Euthanasia
Dog,Normal,Public Assist,Neutered Male,3,1,11.76527778,Neutered Male,3,1,Return to Owner
Cat,Normal,Owner Surrender,Intact Female,1,1,13.12708333,Spayed Female,1,1,Adoption
Cat,Normal,Owner Surrender,Spayed Female,0.328767123,1,3.165972222,Spayed Female,0.328767123,1,Adoption
Cat,Normal,Owner Surrender,Intact Female,0.164383562,2,12.07986111,Spayed Female,0.164383562,2,Adoption
Cat,Normal,Owner Surrender,Intact Male,0.164383562,1,13.12847222,Neutered Male,0.164383562,1,Died
Cat,Normal,Stray,Spayed Female,7,1,4.802083333,Spayed Female,7,1,Return to Owner
Dog,Normal,Stray,Intact Male,3,1,11.07430556,Neutered Male,3,1,Return to Owner
Dog,Normal,Owner Surrender,Neutered Male,6,1,3.851388889,Neutered Male,6,1,Transfer
Dog,Normal,Owner Surrender,Neutered Male,6,1,2.977777778,Neutered Male,6,1,Return to Owner
Cat,Normal,Stray,Intact Male,0.082191781,1,9.968055556,Neutered Male,0.164383562,1,Rto-Adopt
Cat,Normal,Stray,Intact Female,0.082191781,1,17.97708333,Spayed Female,0.164383562,1,Adoption
Cat,Normal,Stray,Intact Female,2,1,3.954861111,Spayed Female,2,1,Adoption
Cat,Normal,Stray,Intact Female,0.082191781,1,3.95625,Spayed Female,0.164383562,1,Missing
Cat,Normal,Stray,Intact Male,0.076712329,1,3.680555556,Intact Male,0.095890411,1,Died
Cat,Normal,Stray,Intact Female,0.076712329,1,60.87013889,Spayed Female,0.246575342,1,Adoption
Other,Normal,Wildlife,Unknown,0.410958904,1,0.40625,Unknown,0.493150685,1,Disposal
Dog,Normal,Stray,Spayed Female,4,1,13.75625,Spayed Female,4,1,Rto-Adopt
Dog,Normal,Public Assist,Intact Female,0.328767123,1,0.750694444,Intact Female,0.328767123,1,Return to Owner
Dog,Normal,Stray,Intact Female,1,1,9.717361111,Spayed Female,1,1,Return to Owner
Dog,Normal,Stray,Intact Male,2,1,9.716666667,Neutered Male,2,1,Return to Owner
Dog,Sick,Stray,Intact Male,0.164383562,1,0.179861111,Intact Male,0.164383562,1,Transfer
Cat,Normal,Stray,Spayed Female,2,1,1.065277778,Spayed Female,2,1,Transfer
Dog,Injured,Stray,Intact Female,6,1,0.420833333,Intact Female,6,1,Return to Owner
Other,Injured,Wildlife,Unknown,1,1,0.039583333,Unknown,1,1,Euthanasia
Cat,Injured,Stray,Intact Female,0.328767123,1,0.058333333,Intact Female,0.328767123,1,Euthanasia
Dog,Normal,Stray,Intact Female,3,1,22.33819444,Spayed Female,3,1,Died
Dog,Normal,Stray,Intact Male,3,1,17.35208333,Neutered Male,3,1,Adoption
Dog,Normal,Stray,Intact Male,2,1,7.268055556,Intact Male,2,1,Euthanasia
Cat,Normal,Stray,Intact Female,2,1,0.916666667,Intact Female,2,1,Died
Dog,Normal,Stray,Intact Male,2,1,5.086805556,Neutered Male,2,1,Died
Dog,Normal,Stray,Neutered Male,3,1,0.117361111,Neutered Male,3,1,Return to Owner
Dog,Normal,Stray,Neutered Male,8,1,0.118055556,Neutered Male,8,1,Return to Owner
Dog,Normal,Owner Surrender,Intact Male,3,1,0.938194444,Intact Male,3,1,Transfer
Dog,Normal,Stray,Intact Female,2,1,0.895833333,Intact Female,2,1,Return to Owner
Dog,Normal,Euthanasia Request,Neutered Male,7,1,4.942361111,Neutered Male,7,1,Euthanasia
Cat,Normal,Stray,Intact Female,0.057534247,1,0.186805556,Intact Female,0.057534247,1,Transfer
Cat,Normal,Stray,Intact Female,2,1,0.775694444,Intact Female,2,1,Transfer
Cat,Normal,Stray,Intact Male,0.164383562,1,7.018055556,Neutered Male,0.164383562,1,Relocate
